algorithm,seed,cost_function,value,name,level
CQL,1,ramping_average,2.0962098943292413,District,district
CQL,1,zero_net_energy,1.3215974676633209,District,district
CQL,1,electricity_consumption_total,0.8851550113077079,Building_1,building
CQL,1,zero_net_energy,0.761876249177337,Building_1,building
CQL,1,carbon_emissions_total,0.8893208025607916,Building_1,building
CQL,1,cost_total,0.9172845956140283,Building_1,building
CQL,1,discomfort_proportion,0.5161290322580645,Building_1,building
CQL,1,discomfort_cold_proportion,0.3085553997194951,Building_1,building
CQL,1,discomfort_hot_proportion,0.20757363253856942,Building_1,building
CQL,1,discomfort_cold_delta_minimum,0.0,Building_1,building
CQL,1,discomfort_cold_delta_maximum,9.60535717010498,Building_1,building
CQL,1,discomfort_cold_delta_average,1.5624782959620158,Building_1,building
CQL,1,discomfort_hot_delta_minimum,0.0,Building_1,building
CQL,1,discomfort_hot_delta_maximum,7.272544860839844,Building_1,building
CQL,1,discomfort_hot_delta_average,0.9439403851826985,Building_1,building
CQL,1,one_minus_thermal_resilience_proportion,0.6666666666666666,Building_1,building
CQL,1,power_outage_normalized_unserved_energy_total,0.708254309259138,Building_1,building
CQL,1,annual_normalized_unserved_energy_total,0.02120545242336158,Building_1,building
CQL,1,electricity_consumption_total,1.646404465034757,Building_2,building
CQL,1,zero_net_energy,1.5745775733697474,Building_2,building
CQL,1,carbon_emissions_total,1.63981417125789,Building_2,building
CQL,1,cost_total,1.6073581391148573,Building_2,building
CQL,1,discomfort_proportion,0.7835820895522388,Building_2,building
CQL,1,discomfort_cold_proportion,0.7686567164179104,Building_2,building
CQL,1,discomfort_hot_proportion,0.014925373134328358,Building_2,building
CQL,1,discomfort_cold_delta_minimum,0.0,Building_2,building
CQL,1,discomfort_cold_delta_maximum,9.1371488571167,Building_2,building
CQL,1,discomfort_cold_delta_average,2.6660542289415994,Building_2,building
CQL,1,discomfort_hot_delta_minimum,0.0,Building_2,building
CQL,1,discomfort_hot_delta_maximum,5.909442901611328,Building_2,building
CQL,1,discomfort_hot_delta_average,0.05570520824856228,Building_2,building
CQL,1,one_minus_thermal_resilience_proportion,0.5714285714285714,Building_2,building
CQL,1,power_outage_normalized_unserved_energy_total,0.7953962051476098,Building_2,building
CQL,1,annual_normalized_unserved_energy_total,0.01602747779772185,Building_2,building
CQL,1,electricity_consumption_total,1.623835839462171,Building_3,building
CQL,1,zero_net_energy,1.628338580442878,Building_3,building
CQL,1,carbon_emissions_total,1.615339237303022,Building_3,building
CQL,1,cost_total,1.5801278962678669,Building_3,building
CQL,1,discomfort_proportion,0.8602329450915142,Building_3,building
CQL,1,discomfort_cold_proportion,0.8552412645590682,Building_3,building
CQL,1,discomfort_hot_proportion,0.004991680532445923,Building_3,building
CQL,1,discomfort_cold_delta_minimum,0.0,Building_3,building
CQL,1,discomfort_cold_delta_maximum,6.580442428588867,Building_3,building
CQL,1,discomfort_cold_delta_average,3.042245059543186,Building_3,building
CQL,1,discomfort_hot_delta_minimum,0.0,Building_3,building
CQL,1,discomfort_hot_delta_maximum,3.6579647064208984,Building_3,building
CQL,1,discomfort_hot_delta_average,0.01736334694756402,Building_3,building
CQL,1,one_minus_thermal_resilience_proportion,0.3333333333333333,Building_3,building
CQL,1,power_outage_normalized_unserved_energy_total,0.7280710648167676,Building_3,building
CQL,1,annual_normalized_unserved_energy_total,0.015401745336507826,Building_3,building
CQL,2,all_time_peak_average,1.1525636016606398,District,district
CQL,2,annual_normalized_unserved_energy_total,0.018239692391867204,District,district
CQL,2,carbon_emissions_total,1.4311402892808263,District,district
CQL,2,cost_total,1.3888680177483428,District,district
CQL,2,daily_one_minus_load_factor_average,1.0580767070772168,District,district
CQL,2,daily_peak_average,1.4087279065878031,District,district
CQL,2,discomfort_cold_delta_average,2.585898894733853,District,district
CQL,2,discomfort_cold_delta_maximum,8.681411743164062,District,district
CQL,2,discomfort_cold_delta_minimum,0.0,District,district
CQL,2,discomfort_cold_proportion,0.6586559769058133,District,district
CQL,2,discomfort_hot_delta_average,0.6722271769135086,District,district
CQL,2,discomfort_hot_delta_maximum,7.293462753295898,District,district
CQL,2,discomfort_hot_delta_minimum,0.0,District,district
CQL,2,discomfort_hot_proportion,0.1421336285878484,District,district
CQL,2,discomfort_proportion,0.8007896054936617,District,district
CQL,2,electricity_consumption_total,1.4322052933695326,District,district
CQL,2,monthly_one_minus_load_factor_average,0.9732568819039092,District,district
CQL,2,one_minus_thermal_resilience_proportion,0.611111111111111,District,district
CQL,2,power_outage_normalized_unserved_energy_total,0.78885311784406,District,district
CQL,2,ramping_average,1.977214780598884,District,district
CQL,2,zero_net_energy,1.3906772898526665,District,district
CQL,2,electricity_consumption_total,0.7704608474735943,Building_1,building
CQL,2,zero_net_energy,0.62933061224464,Building_1,building
CQL,2,carbon_emissions_total,0.7813815357769976,Building_1,building
CQL,2,cost_total,0.7490052741948259,Building_1,building
CQL,2,discomfort_proportion,0.6465638148667602,Building_1,building
CQL,2,discomfort_cold_proportion,0.23281907433380084,Building_1,building
CQL,2,discomfort_hot_proportion,0.41374474053295934,Building_1,building
CQL,2,discomfort_cold_delta_minimum,0.0,Building_1,building
CQL,2,discomfort_cold_delta_maximum,9.713468551635742,Building_1,building
CQL,2,discomfort_cold_delta_average,1.1605419980155096,Building_1,building
CQL,2,discomfort_hot_delta_minimum,0.0,Building_1,building
CQL,2,discomfort_hot_delta_maximum,12.789407730102539,Building_1,building
CQL,2,discomfort_hot_delta_average,1.959847050242954,Building_1,building
CQL,2,one_minus_thermal_resilience_proportion,1.0,Building_1,building
CQL,2,power_outage_normalized_unserved_energy_total,0.7854744312680508,Building_1,building
CQL,2,annual_normalized_unserved_energy_total,0.019011586191076325,Building_1,building
CQL,2,electricity_consumption_total,1.876584615228977,Building_2,building
CQL,2,zero_net_energy,1.887860229226469,Building_2,building
CQL,2,carbon_emissions_total,1.872691771959323,Building_2,building
CQL,2,cost_total,1.813673664902469,Building_2,building
CQL,2,discomfort_proportion,0.8805970149253731,Building_2,building
CQL,2,discomfort_cold_proportion,0.871268656716418,Building_2,building
CQL,2,discomfort_hot_proportion,0.009328358208955223,Building_2,building
CQL,2,discomfort_cold_delta_minimum,0.0,Building_2,building
CQL,2,discomfort_cold_delta_maximum,10.142557144165039,Building_2,building
CQL,2,discomfort_cold_delta_average,3.633226733737522,Building_2,building
CQL,2,discomfort_hot_delta_minimum,0.0,Building_2,building
CQL,2,discomfort_hot_delta_maximum,5.4004669189453125,Building_2,building
CQL,2,discomfort_hot_delta_average,0.040393368403116865,Building_2,building
CQL,2,one_minus_thermal_resilience_proportion,0.5,Building_2,building
CQL,2,power_outage_normalized_unserved_energy_total,0.8586222110861296,Building_2,building
CQL,2,annual_normalized_unserved_energy_total,0.02088739073903027,Building_2,building
CQL,2,electricity_consumption_total,1.6495704174060264,Building_3,building
CQL,2,zero_net_energy,1.6548410280868904,Building_3,building
CQL,2,carbon_emissions_total,1.6393475601061582,Building_3,building
CQL,2,cost_total,1.6039251141477333,Building_3,building
CQL,2,discomfort_proportion,0.8752079866888519,Building_3,building
CQL,2,discomfort_cold_proportion,0.8718801996672213,Building_3,building
CQL,2,discomfort_hot_proportion,0.0033277870216306157,Building_3,building
CQL,2,discomfort_cold_delta_minimum,0.0,Building_3,building
CQL,2,discomfort_cold_delta_maximum,6.188209533691406,Building_3,building
CQL,2,discomfort_cold_delta_average,2.963927952448527,Building_3,building
CQL,2,discomfort_hot_delta_minimum,0.0,Building_3,building
CQL,2,discomfort_hot_delta_maximum,3.6905136108398438,Building_3,building
CQL,2,discomfort_hot_delta_average,0.016441112094455295,Building_3,building
CQL,2,one_minus_thermal_resilience_proportion,0.3333333333333333,Building_3,building
CQL,2,power_outage_normalized_unserved_energy_total,0.7224627111779999,Building_3,building
CQL,2,annual_normalized_unserved_energy_total,0.014820100245495009,Building_3,building
CQL,3,all_time_peak_average,1.2330715354329644,District,district
CQL,3,annual_normalized_unserved_energy_total,0.014698248032293748,District,district
CQL,3,carbon_emissions_total,1.361200743619084,District,district
CQL,3,cost_total,1.340402785476945,District,district
CQL,3,daily_one_minus_load_factor_average,0.9979162085417451,District,district
CQL,3,daily_peak_average,1.2018990104654248,District,district
CQL,3,discomfort_cold_delta_average,2.247089139178947,District,district
CQL,3,discomfort_cold_delta_maximum,8.299033482869467,District,district
CQL,3,discomfort_cold_delta_minimum,0.0,District,district
CQL,3,discomfort_cold_proportion,0.6099709419173533,District,district
CQL,3,discomfort_hot_delta_average,0.6229546193723325,District,district
CQL,3,discomfort_hot_delta_maximum,7.125688552856445,District,district
CQL,3,discomfort_hot_delta_minimum,0.0,District,district
CQL,3,discomfort_hot_proportion,0.12275529285218918,District,district
CQL,3,discomfort_proportion,0.7327262347695426,District,district
CQL,3,electricity_consumption_total,1.3633162046870158,District,district
CQL,3,monthly_one_minus_load_factor_average,1.0021943859171827,District,district
CQL,3,one_minus_thermal_resilience_proportion,0.5238095238095238,District,district
CQL,3,power_outage_normalized_unserved_energy_total,0.7402931219299441,District,district
CQL,3,ramping_average,1.8947563049370504,District,district
CQL,3,zero_net_energy,1.2971353090759614,District,district
CQL,3,electricity_consumption_total,0.7960886574184058,Building_1,building
CQL,3,zero_net_energy,0.6586210444182641,Building_1,building
CQL,3,carbon_emissions_total,0.7969600627160219,Building_1,building
CQL,3,cost_total,0.7957638209590231,Building_1,building
CQL,3,discomfort_proportion,0.5750350631136045,Building_1,building
CQL,3,discomfort_cold_proportion,0.2300140252454418,Building_1,building
CQL,3,discomfort_hot_proportion,0.3450210378681627,Building_1,building
CQL,3,discomfort_cold_delta_minimum,0.0,Building_1,building
CQL,3,discomfort_cold_delta_maximum,9.485511779785156,Building_1,building
CQL,3,discomfort_cold_delta_average,1.1922424488597445,Building_1,building
CQL,3,discomfort_hot_delta_minimum,0.0,Building_1,building
CQL,3,discomfort_hot_delta_maximum,10.589799880981445,Building_1,building
CQL,3,discomfort_hot_delta_average,1.73576770623525,Building_1,building
CQL,3,one_minus_thermal_resilience_proportion,0.8,Building_1,building
CQL,3,power_outage_normalized_unserved_energy_total,0.761331517927477,Building_1,building
CQL,3,annual_normalized_unserved_energy_total,0.01761533162426399,Building_1,building
CQL,3,electricity_consumption_total,1.7618461695454999,Building_2,building
CQL,3,zero_net_energy,1.7100664959321668,Building_2,building
CQL,3,carbon_emissions_total,1.7578443911869708,Building_2,building
CQL,3,cost_total,1.7175272651603413,Building_2,building
CQL,3,discomfort_proportion,0.8078358208955224,Building_2,building
CQL,3,discomfort_cold_proportion,0.792910447761194,Building_2,building
CQL,3,discomfort_hot_proportion,0.014925373134328358,Building_2,building
CQL,3,discomfort_cold_delta_minimum,0.0,Building_2,building
CQL,3,discomfort_cold_delta_maximum,9.017276763916016,Building_2,building
CQL,3,discomfort_cold_delta_average,2.860917803976271,Building_2,building
CQL,3,discomfort_hot_delta_minimum,0.0,Building_2,building
CQL,3,discomfort_hot_delta_maximum,6.242282867431641,Building_2,building
CQL,3,discomfort_hot_delta_average,0.059501859876844615,Building_2,building
CQL,3,one_minus_thermal_resilience_proportion,0.5714285714285714,Building_2,building
CQL,3,power_outage_normalized_unserved_energy_total,0.767179242947032,Building_2,building
CQL,3,annual_normalized_unserved_energy_total,0.012637197732133655,Building_2,building
CQL,3,electricity_consumption_total,1.5320137870971418,Building_3,building
CQL,3,zero_net_energy,1.5227183868774539,Building_3,building
CQL,3,carbon_emissions_total,1.52879777695426,Building_3,building
CQL,3,cost_total,1.50791727031147,Building_3,building
CQL,3,discomfort_proportion,0.8153078202995009,Building_3,building
CQL,3,discomfort_cold_proportion,0.8069883527454242,Building_3,building
CQL,3,discomfort_hot_proportion,0.008319467554076539,Building_3,building
CQL,3,discomfort_cold_delta_minimum,0.0,Building_3,building
CQL,3,discomfort_cold_delta_maximum,6.394311904907227,Building_3,building
CQL,3,discomfort_cold_delta_average,2.688107164700826,Building_3,building
CQL,3,discomfort_hot_delta_minimum,0.0,Building_3,building
CQL,3,discomfort_hot_delta_maximum,4.54498291015625,Building_3,building
CQL,3,discomfort_hot_delta_average,0.07359429200490315,Building_3,building
CQL,3,one_minus_thermal_resilience_proportion,0.2,Building_3,building
CQL,3,power_outage_normalized_unserved_energy_total,0.6923686049153233,Building_3,building
CQL,3,annual_normalized_unserved_energy_total,0.013842214740483597,Building_3,building
